user_id,average_positive_probability_before,count_id_before,average_positive_probability_after,count_id_after
1,0.492557152,5,0.426844882,5
2,0.613683148,5,0.76097366,5
3,0.512847668,5,0.849938888,5
4,0.774741706,5,0.7611385540000001,5
5,0.465768282,5,0.64349222,5
6,0.7825520640000001,5,0.701127866,5
7,0.36919324319999997,5,0.6895107140000001,5
8,0.834734372,5,0.9205826399999999,5
9,0.507761188,5,0.7262477900000001,5
10,0.4805378,5,0.8502473260000001,5
11,0.789175316,5,0.837613342,5
12,0.40892232800000006,5,0.8107473040000001,5
13,0.457963144,5,0.84828762,5
14,0.898003984,5,0.93214036,5
15,0.7394961440000001,5,0.8556124279999999,5
16,0.8373482300000001,5,0.844209198,5
17,0.5327281700000001,5,0.84378254,5
18,0.8787247880000001,5,0.922062148,5
19,0.860768054,5,0.8683329260000001,5
20,0.85999976,5,0.8996920380000001,5
21,0.784726548,5,0.84687354,5
22,0.7627649599999999,5,0.8287946780000001,5
23,0.4015481879999999,5,0.804452738,5
24,0.8833273079999999,5,0.8223003099999999,5
25,0.628971156,5,0.7096455159999999,5
26,0.30581628399999994,5,0.559590786,5
27,0.44601603599999995,5,0.6657719280000001,5
28,0.76479966,5,0.74620796,5
29,0.4332337620000001,5,0.665579886,5
30,0.621542918,5,0.7601297519999999,5
31,0.831110832,5,0.830771976,5
32,0.697992532,5,0.793948224,5
33,0.39902457399999997,5,0.57655347,5
34,0.666911708,5,0.68047901,5
35,0.746407956,5,0.800321312,5
36,0.584532446,5,0.728840192,5
37,0.740235034,5,0.731973208,5
38,0.626076404,5,0.7036099379999999,5
39,0.48086918599999995,5,0.760062854,5
40,0.6229544779999999,5,0.558594526,5
41,0.6564870920000001,5,0.780116032,5
42,0.617029266,5,0.60480855,5
43,0.835727374,5,0.818324652,5
44,0.570523216,5,0.6059630140000001,5
45,0.791495926,5,0.758782198,5
46,0.703535618,5,0.89329201,5
47,0.62670657,5,0.790750038,5
48,0.737839672,5,0.8520348500000001,5
49,0.75071327,5,0.8685322440000001,5
50,0.567805754,5,0.798701292,5
51,0.495033224,5,0.775088212,5
52,0.568582352,5,0.702157004,5
53,0.6587681200000001,5,0.679739384,5
54,0.600443142,5,0.613747256,5
55,0.7892370200000001,5,0.719697626,5
56,0.67956411,5,0.680300162,5
57,0.6149733740000001,5,0.7073699920000001,5
58,0.706354602,5,0.833709872,5
59,0.658818008,5,0.760489328,5
60,0.703453486,5,0.807380902,5
